종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
069500,1,KODEX 200,43005,2,130,0.3,43027.0,-0.7363,2409683,103245,41672,국내,KODEX,False,False,False
153130,6,KODEX 단기채권,102845,3,0,0.0,102846.0,0.034,16993,1747,24206,파생,KODEX,False,False,False
252670,3,KODEX 200선물인버스2X,1930,5,-10,-0.52,1930.0,0.0,208047261,403732,22070,국내,KODEX,True,False,False
102110,1,TIGER 200,43020,2,85,0.2,43060.0,-0.7054,917304,39354,21575,국내,TIGER,False,False,False
102780,2,KODEX 삼성그룹,10570,2,35,0.33,10594.0,3.2033,254361,2680,18180,시장지수,KODEX,False,False,False
214980,6,KODEX 단기채권PLUS,103150,5,-10,-0.01,103151.0,0.0581,869568,89698,14314,파생,KODEX,False,False,False
122630,3,KODEX 레버리지,27990,2,125,0.45,28203.0,-2.2281,13289425,369506,13995,국내,KODEX,False,True,False
273130,6,KODEX 종합채권(AA-이상)액티브,109845,2,40,0.04,109832.0,0.8356,5949,653,13935,파생,KODEX,False,False,False
278530,1,KODEX 200TR,14065,2,50,0.36,14072.0,-0.849,24819,347,12743,국내,KODEX,False,False,False
292150,2,TIGER TOP10,14750,5,-65,-0.44,14793.0,0.4542,291636,4296,12692,시장지수,TIGER,False,False,False
371460,4,TIGER 차이나전기차SOLACTIVE,15635,5,-365,-2.28,,48.0795,9662619,150205,11833,업종/테마,TIGER,False,False,False
278540,1,KODEX MSCI Korea TR,13735,5,-5,-0.04,13771.0,-1.7168,264815,3627,11469,국내,KODEX,False,False,False
148020,1,KBSTAR 200,43080,2,130,0.3,43100.0,-0.6776,30555,1311,10705,국내,KBSTAR,False,False,False
157450,6,TIGER 단기통안채,100240,3,0,0.0,100240.0,0.0648,1446,144,10689,파생,TIGER,False,False,False
114800,3,KODEX 인버스,3765,5,-5,-0.13,3765.0,0.1328,32299879,121963,10659,국내,KODEX,True,False,False
139260,2,TIGER 200 IT,38510,5,-85,-0.22,38559.0,-4.0976,171594,6587,9250,시장지수,TIGER,False,False,False
305720,2,KODEX 2차전지산업,20800,5,-150,-0.72,20850.0,6.1619,1731884,36073,9027,시장지수,KODEX,False,False,False
152100,1,ARIRANG 200,43410,2,120,0.28,43448.0,-0.7384,77205,3338,8942,국내,ARIRANG,False,False,False
233740,1,KODEX 코스닥150 레버리지,15430,5,-435,-2.74,15584.0,1.2444,9591156,149120,8749,국내,KODEX,False,True,False
133690,4,TIGER 미국나스닥100,77430,5,-510,-0.65,,11.6139,95659,7403,8595,업종/테마,TIGER,False,False,False
364980,2,TIGER KRX2차전지K-뉴딜,17525,5,-10,-0.06,17533.0,2.4539,777011,13615,7527,시장지수,TIGER,False,False,False
105190,1,KINDEX 200,43095,2,115,0.27,43115.0,-0.7505,227483,9774,7326,국내,KINDEX,False,False,False
310970,1,TIGER MSCI Korea TR,17300,2,20,0.12,17299.0,-1.6506,2164,37,7180,국내,TIGER,False,False,False
305540,2,TIGER 2차전지테마,20085,5,-200,-0.99,20082.0,9.0884,1398973,28081,7060,시장지수,TIGER,False,False,False
091180,2,KODEX 자동차,23230,5,-125,-0.54,23232.0,2.3354,290735,6747,6435,시장지수,KODEX,False,False,False
293180,1,HANARO 200,43015,2,100,0.23,43049.0,-0.7126,86127,3693,6194,국내,HANARO,False,False,False
069660,1,KOSEF 200,43015,2,115,0.27,43030.0,-0.7198,3762,161,6087,국내,KOSEF,False,False,False
314250,4,KODEX 미국FANG플러스(H),28230,2,10,0.04,,2.4505,464589,12994,5561,업종/테마,KODEX,False,False,True
315930,2,KODEX Top5PlusTR,19650,5,-80,-0.41,19653.0,-1.6206,6846,133,5089,시장지수,KODEX,False,False,False
251340,3,KODEX 코스닥150선물인버스,4370,2,60,1.39,4369.0,-2.4887,38236111,166267,5012,국내,KODEX,True,False,False
229200,1,KODEX 코스닥 150,14585,5,-195,-1.32,14740.0,0.5373,3609424,52677,4988,국내,KODEX,False,False,False
294400,1,KOSEF 200TR,51120,2,195,0.38,51136.0,-0.818,4911,250,4959,국내,KOSEF,False,False,False
364960,2,TIGER KRX BBIG K-뉴딜,13920,5,-90,-0.64,13926.0,10.6635,684566,9549,4691,시장지수,TIGER,False,False,False
381180,4,TIGER 미국필라델피아반도체나스닥,10035,5,-95,-0.94,,4.2181,804439,8039,4340,업종/테마,TIGER,False,False,False
360750,4,TIGER 미국S&P500,12825,2,10,0.08,,9.2963,378510,4854,4271,업종/테마,TIGER,False,False,False
332500,1,KINDEX 200TR,26225,2,135,0.52,26229.0,-1.0619,9191,239,3829,국내,KINDEX,False,False,False
381170,4,TIGER 미국테크TOP10 INDXX,11515,5,-95,-0.82,,14.7233,1932552,22207,3748,업종/테마,TIGER,False,False,False
385540,6,KBSTAR KIS종합채권(A-이상)액티브,101250,5,-55,-0.05,101232.0,,26,2,3587,파생,KBSTAR,False,False,False
290130,2,KBSTAR ESG사회책임투자,13900,3,0,0.0,13911.0,-1.3275,34389,476,3433,시장지수,KBSTAR,False,False,False
091170,2,KODEX 은행,7410,2,75,1.02,7440.0,1.9741,759702,5603,3386,시장지수,KODEX,False,False,False
226490,1,KODEX 코스피,32580,2,50,0.15,32582.0,0.6809,17889,579,3030,국내,KODEX,False,False,False
282000,3,KBSTAR 국고채3년선물인버스,99880,2,100,0.1,99871.0,0.2058,6,0,3025,국내,KBSTAR,True,False,False
251350,4,KODEX 선진국MSCI World,19870,5,-5,-0.03,,8.3401,30605,608,3000,업종/테마,KODEX,False,False,False
295040,1,SMART 200TR,14615,2,30,0.21,14645.0,-0.8498,13627,198,2872,국내,SMART,False,False,False
367770,2,KBSTAR Fn수소경제테마,12615,5,-50,-0.39,12625.0,-0.0395,101384,1277,2807,시장지수,KBSTAR,False,False,False
272560,6,KBSTAR 단기국공채액티브,102095,5,-5,0.0,102085.0,0.0882,494231,50462,2792,파생,KBSTAR,False,False,False
332940,1,HANARO MSCI Korea TR,17175,5,-50,-0.29,17279.0,-1.487,335,5,2782,국내,HANARO,False,False,False
360200,4,KINDEX 미국S&P500,12920,2,5,0.04,,9.4027,244190,3155,2752,업종/테마,KINDEX,False,False,False
192090,4,TIGER 차이나CSI300,11215,5,-215,-1.88,,-0.6087,1004455,11234,2736,업종/테마,TIGER,False,False,False
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),18545,5,-195,-1.04,,1.5442,72893,1353,2578,업종/테마,TIGER,False,False,True
357870,7,TIGER CD금리투자KIS(합성),50365,2,5,0.01,50366.0,0.169,40,2,2530,해외,TIGER,False,False,False
385550,6,KBSTAR KIS단기종합채권(AA-이상)액티브,99980,5,-15,-0.02,99972.0,,48,4,2507,파생,KBSTAR,False,False,False
371160,4,TIGER 차이나항셍테크,8270,2,60,0.73,,-22.4741,3585131,29265,2456,업종/테마,TIGER,False,False,False
168580,4,KINDEX 중국본토CSI300,29950,5,-250,-0.83,,-1.3072,52416,1562,2426,업종/테마,KINDEX,False,False,False
261220,5,KODEX WTI원유선물(H),10930,2,15,0.14,,16.7379,211241,2305,2410,국내,KODEX,False,False,True
132030,5,KODEX 골드선물(H),12250,2,75,0.62,,0.4123,98486,1205,2377,국내,KODEX,False,False,True
091160,2,KODEX 반도체,37600,5,-600,-1.57,37643.0,-4.8474,279095,10504,2350,시장지수,KODEX,False,False,False
196230,6,KBSTAR 단기통안채,104490,5,-5,0.0,104496.0,0.067,1632758,170623,2296,파생,KBSTAR,False,False,False
143850,4,TIGER 미국S&P500선물(H),51360,5,-140,-0.27,,5.4571,87618,4491,2234,업종/테마,TIGER,False,False,True
332930,1,HANARO 200TR,51165,2,140,0.27,51176.0,-0.7489,100,5,2226,국내,HANARO,False,False,False
108450,2,KINDEX 삼성그룹섹터가중,17425,3,0,0.0,17494.0,5.2488,7045,122,2056,시장지수,KINDEX,False,False,False
245710,4,KINDEX 베트남VN30(합성),20780,5,-70,-0.34,,14.1527,35863,746,2036,업종/테마,KINDEX,False,False,False
161510,2,ARIRANG 고배당주,12550,2,95,0.76,12581.0,1.823,94653,1185,2029,시장지수,ARIRANG,False,False,False
272580,6,TIGER 단기채권액티브,50110,5,-5,-0.01,50111.0,0.0299,3817,191,2019,파생,TIGER,False,False,False
232080,1,TIGER 코스닥150,14810,5,-210,-1.4,14946.0,0.6769,189335,2808,1982,국내,TIGER,False,False,False
190620,6,KINDEX 단기통안채,100375,3,0,0.0,100370.0,0.0947,1693,169,1929,파생,KINDEX,False,False,False
367380,4,KINDEX 미국나스닥100,13290,5,-100,-0.75,,11.7229,199024,2645,1900,업종/테마,KINDEX,False,False,False
302450,1,KBSTAR 코스피,32585,2,20,0.06,32574.0,0.5123,63,2,1890,국내,KBSTAR,False,False,False
278240,1,KBSTAR 코스닥150선물레버리지,15720,5,-405,-2.51,15721.0,1.7029,44597,701,1797,국내,KBSTAR,False,True,False
390950,6,HANARO 단기채권액티브,100090,3,0,0.0,100091.0,,0,0,1746,파생,HANARO,False,False,False
143860,2,TIGER 헬스케어,43205,5,-295,-0.68,43411.0,-4.5111,12391,537,1711,시장지수,TIGER,False,False,False
270810,1,KBSTAR 코스닥150,14505,5,-215,-1.46,14652.0,0.8288,7732,112,1665,국내,KBSTAR,False,False,False
394670,4,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10260,5,-105,-1.01,,,2282492,23194,1625,업종/테마,TIGER,False,False,False
150460,2,TIGER 중국소비테마,8985,5,-40,-0.44,9004.0,6.3015,59591,535,1598,시장지수,TIGER,False,False,False
326240,2,KBSTAR IT플러스,22870,5,-110,-0.48,22874.0,3.5508,183562,4188,1592,시장지수,KBSTAR,False,False,False
136340,6,KBSTAR 중기우량회사채,105100,5,-180,-0.17,105139.0,-0.1802,174,18,1555,파생,KBSTAR,False,False,False
182480,7,TIGER 미국MSCI리츠(합성 H),15340,2,135,0.89,,8.6071,54044,825,1457,해외,TIGER,False,False,True
091230,2,TIGER 반도체,38535,5,-665,-1.7,38537.0,-4.7388,62823,2419,1387,시장지수,TIGER,False,False,False
148070,6,KOSEF 국고채10년,122615,2,115,0.09,122515.0,1.8965,5094,623,1373,파생,KOSEF,False,False,False
138540,2,TIGER 현대차그룹+펀더멘털,27235,5,-15,-0.06,27324.0,1.9034,21028,572,1356,시장지수,TIGER,False,False,False
298770,4,KODEX 한국대만IT프리미어,20130,5,-115,-0.57,,-2.2689,33871,683,1329,업종/테마,KODEX,False,False,False
367760,2,KBSTAR Fn5G테크,11370,5,-100,-0.87,11374.0,-1.0183,76202,866,1234,시장지수,KBSTAR,False,False,False
328370,1,ARIRANG 코스피TR,16145,5,-90,-0.55,16260.0,0.4019,861523,13968,1227,국내,ARIRANG,False,False,False
219480,4,KODEX 미국S&P500선물(H),21135,5,-60,-0.28,,5.4739,24311,513,1215,업종/테마,KODEX,False,False,True
372330,4,KODEX 차이나항셍테크,8305,2,75,0.91,,-22.3219,1373661,11249,1200,업종/테마,KODEX,False,False,False
283580,4,KODEX 중국본토CSI300,13595,5,-215,-1.56,,-0.576,193704,2623,1196,업종/테마,KODEX,False,False,False
252710,3,TIGER 200선물인버스2X,2005,5,-5,-0.25,2004.0,0.0,4151154,8368,1151,국내,TIGER,True,False,False
273140,6,KODEX 단기변동금리부채권액티브,102620,3,0,0.0,102620.0,0.0877,1977,202,1140,파생,KODEX,False,False,False
325010,2,KODEX Fn성장,18795,5,-80,-0.42,18772.0,1.1142,1074,20,1090,시장지수,KODEX,False,False,False
225040,4,TIGER 미국S&P500레버리지(합성 H),33000,5,-160,-0.48,,9.6017,13453,443,1089,업종/테마,TIGER,False,True,True
204480,4,TIGER 차이나CSI300레버리지(합성),28490,5,-1005,-3.41,,-3.406,387545,10881,1083,업종/테마,TIGER,False,True,False
139280,2,TIGER 경기방어,12350,2,30,0.24,12349.0,-1.2742,19155,235,1050,시장지수,TIGER,False,False,False
144600,5,KODEX 은선물(H),5120,5,-75,-1.44,,-4.1513,549369,2799,1044,국내,KODEX,False,False,True
329200,2,TIGER 부동산인프라고배당,5880,2,20,0.34,5890.0,4.6428,102637,602,1044,시장지수,TIGER,False,False,False
368590,4,KBSTAR 미국나스닥100,12865,5,-80,-0.62,,11.5467,71677,921,1003,업종/테마,KBSTAR,False,False,False
156080,1,KODEX MSCI Korea,19900,5,-125,-0.62,20055.0,-1.3839,59,1,995,국내,KODEX,False,False,False
325020,2,KODEX 배당가치,13690,2,65,0.48,13687.0,-0.8659,3666,50,986,시장지수,KODEX,False,False,False
228800,2,TIGER 여행레저,5355,2,10,0.19,5358.0,13.9658,333084,1775,959,시장지수,TIGER,False,False,False
139220,2,TIGER 200 건설,3375,2,25,0.75,3374.0,3.5548,696657,2345,954,시장지수,TIGER,False,False,False
117700,2,KODEX 건설,3875,2,20,0.52,3894.0,2.6631,424800,1645,953,시장지수,KODEX,False,False,False
371470,4,TIGER 차이나바이오테크SOLACTIVE,11770,2,160,1.38,,-5.6098,341910,3915,951,업종/테마,TIGER,False,False,False
376410,2,TIGER 탄소효율그린뉴딜,10315,5,-15,-0.15,10347.0,-0.145,12385,127,949,시장지수,TIGER,False,False,False
322400,2,HANARO e커머스,20470,5,-90,-0.44,20471.0,11.6541,144090,2944,942,시장지수,HANARO,False,False,False
114260,6,KODEX 국고채3년,57975,5,-100,-0.17,58007.0,0.0,468,27,939,파생,KODEX,False,False,False
267770,3,TIGER 200선물레버리지,21140,2,95,0.45,21137.0,-1.8424,700759,14750,930,국내,TIGER,False,True,False
364970,2,TIGER KRX바이오K-뉴딜,10385,5,-120,-1.14,10413.0,1.4485,105582,1102,929,시장지수,TIGER,False,False,False
387280,2,TIGER 퓨처모빌리티액티브,10980,5,-110,-0.99,10992.0,,83333,917,925,시장지수,TIGER,False,False,False
122260,6,KOSEF 통안채1년,101215,5,-20,-0.02,101222.0,-0.0543,21503,2176,921,파생,KOSEF,False,False,False
379800,4,KODEX 미국S&P500TR,11180,2,20,0.18,,9.2511,126442,1412,872,업종/테마,KODEX,False,False,False
233160,1,TIGER 코스닥150 레버리지,16370,5,-440,-2.62,16529.0,0.87,288153,4755,851,국내,TIGER,False,True,False
368190,2,HANARO Fn K-뉴딜디지털플러스,13625,5,-85,-0.62,13628.0,5.4615,18548,252,845,시장지수,HANARO,False,False,False
309230,2,KINDEX 미국WideMoat가치주,17390,2,55,0.32,,7.2047,102898,1792,817,시장지수,KINDEX,False,False,False
195930,4,TIGER 유로스탁스50(합성 H),13815,5,-50,-0.36,,1.9485,279850,3857,815,업종/테마,TIGER,False,False,True
304940,4,KODEX 미국나스닥100선물(H),18960,5,-205,-1.07,,7.5175,40811,773,806,업종/테마,KODEX,False,False,True
261240,7,KODEX 미국달러선물,10235,2,40,0.39,10237.0,3.6077,135683,1388,794,해외,KODEX,False,False,False
266160,2,KBSTAR 고배당,12865,2,70,0.55,12905.0,-0.0391,16348,209,791,시장지수,KBSTAR,False,False,False
385520,2,KODEX K-미래차액티브,10845,5,-55,-0.5,10848.0,,69911,756,775,시장지수,KODEX,False,False,False
157490,2,TIGER 소프트웨어,19250,5,-160,-0.82,19254.0,10.034,53349,1027,774,시장지수,TIGER,False,False,False
379810,4,KODEX 미국나스닥100TR,11365,5,-70,-0.61,,11.6699,231159,2624,761,업종/테마,KODEX,False,False,False
174360,4,KBSTAR 중국본토대형주CSI100,20040,5,-95,-0.47,,-6.5878,43703,873,741,업종/테마,KBSTAR,False,False,False
130680,5,TIGER 원유선물Enhanced(H),3300,2,5,0.15,,16.431,97845,322,731,국내,TIGER,False,False,True
195980,4,ARIRANG 신흥국MSCI(합성 H),12020,5,-150,-1.23,,-6.2043,42064,504,704,업종/테마,ARIRANG,False,False,True
256750,4,KODEX 심천ChiNext(합성),14230,5,-340,-2.33,,14.0062,152855,2152,683,업종/테마,KODEX,False,False,False
245340,4,TIGER 미국다우존스30,20460,2,65,0.32,,6.948,17085,349,675,업종/테마,TIGER,False,False,False
114820,6,TIGER 국채3년,110530,5,-165,-0.15,110604.0,0.0045,1077,119,663,파생,TIGER,False,False,False
277630,1,TIGER 코스피,32750,5,-95,-0.29,32870.0,0.665,2094,68,655,국내,TIGER,False,False,False
306520,3,HANARO 200선물인버스,8660,5,-20,-0.23,8659.0,0.2888,1803,15,641,국내,HANARO,True,False,False
363510,6,SMART KIS단기통안채,100330,3,0,0.0,100357.0,0.0398,0,0,630,파생,SMART,False,False,False
091220,2,TIGER 은행,7730,2,95,1.24,7757.0,1.5562,23817,183,628,시장지수,TIGER,False,False,False
266370,2,KODEX IT,21055,5,-160,-0.75,21119.0,-2.1539,8382,175,611,시장지수,KODEX,False,False,False
289260,2,TIGER MSCI KOREA ESG리더스,12155,5,-65,-0.53,12206.0,-1.396,257,3,605,시장지수,TIGER,False,False,False
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,10320,5,-60,-0.58,,,607282,6269,603,업종/테마,TIGER,False,False,False
329750,6,TIGER 미국달러단기채권액티브,9885,2,30,0.3,,3.5189,46827,463,598,파생,TIGER,False,False,False
336160,6,KBSTAR 금융채액티브,102980,5,-155,-0.15,102985.0,-0.3623,54,5,597,파생,KBSTAR,False,False,False
117680,2,KODEX 철강,10555,5,-20,-0.19,10585.0,-2.9372,214683,2272,591,시장지수,KODEX,False,False,False
365000,2,TIGER KRX인터넷K-뉴딜,12820,5,-135,-1.04,12848.0,12.019,162347,2089,590,시장지수,TIGER,False,False,False
305080,6,TIGER 미국채10년선물,12020,2,65,0.54,,6.031,62341,750,589,파생,TIGER,False,False,False
228810,2,TIGER 미디어컨텐츠,8495,5,-135,-1.56,8499.0,23.5504,305561,2609,584,시장지수,TIGER,False,False,False
245360,4,TIGER 차이나HSCEI,11120,2,50,0.45,,-13.3464,137368,1517,578,업종/테마,TIGER,False,False,False
102970,2,KODEX 증권,8290,2,5,0.06,8290.0,-7.2021,157147,1303,576,시장지수,KODEX,False,False,False
315960,2,KBSTAR 대형고배당10TR,16680,5,-15,-0.09,16699.0,-4.2718,4314,71,575,시장지수,KBSTAR,False,False,False
387270,4,TIGER 글로벌BBIG액티브,11270,5,-160,-1.4,,,148021,1667,575,업종/테마,TIGER,False,False,False
361580,1,KBSTAR 200TR,22045,2,60,0.27,22045.0,-0.5879,2474,54,573,국내,KBSTAR,False,False,False
329650,7,KODEX TRF3070,11425,2,15,0.13,11381.0,2.9318,43139,492,571,해외,KODEX,False,False,False
123310,3,TIGER 인버스,4165,3,0,0.0,4164.0,0.2406,211281,881,571,국내,TIGER,True,False,False
304780,1,HANARO 200선물레버리지,30710,2,160,0.52,30695.0,-1.8159,1282,38,553,국내,HANARO,False,True,False
139230,2,TIGER 200 중공업,3775,3,0,0.0,3786.0,8.0114,285353,1078,551,시장지수,TIGER,False,False,False
363580,2,KODEX 200IT TR,14455,5,-50,-0.34,14547.0,-4.5096,2356,34,549,시장지수,KODEX,False,False,False
130730,6,KOSEF 단기자금,101140,5,-5,0.0,101134.0,0.0742,1486214,150323,534,파생,KOSEF,False,False,False
354350,4,HANARO 글로벌럭셔리S&P(합성),18010,5,-70,-0.39,,4.1474,11592,209,531,업종/테마,HANARO,False,False,False
375770,2,KODEX 탄소효율그린뉴딜,10330,2,15,0.15,10330.0,-0.3382,5878,60,517,시장지수,KODEX,False,False,False
385510,2,KODEX K-신재생에너지액티브,10860,5,-70,-0.64,10860.0,,78720,852,516,시장지수,KODEX,False,False,False
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,11565,5,-95,-0.81,,6.193,40298,464,509,업종/테마,TIGER,False,False,False
385560,6,KBSTAR KIS국고채30년Enhanced,109955,2,160,0.15,109846.0,,52,5,506,파생,KBSTAR,False,False,False
302190,6,TIGER 중장기국채,52720,5,-60,-0.11,52747.0,0.995,126,6,485,파생,TIGER,False,False,False
337140,2,KODEX 코스피대형주,15105,2,10,0.07,15170.0,-0.9645,5052,76,483,시장지수,KODEX,False,False,False
292190,1,KODEX KRX300,19710,5,-30,-0.15,19764.0,-0.6593,4056,79,473,국내,KODEX,False,False,False
266360,2,KODEX 미디어&엔터테인먼트,26215,5,-215,-0.81,26255.0,14.3908,13094,344,472,시장지수,KODEX,False,False,False
